Steps,AvgReturn,StdError
1000,-0.015715433,0.018824231133886576
2000,-0.033820376,0.012621750373628894
3000,-0.021063128,0.016647563846965866
4000,-0.017373333,0.01588810840635359
5000,0.014526394,0.01593109745038467
6000,-0.017939785,0.014312917831236113
7000,-0.0138522,0.01233082744891403
8000,0.0021319545,0.012515659604739637
9000,-0.028641785,0.020413104646262108
10000,-0.013082942,0.01959856051042827
11000,-0.055942982,0.01396483757265783
12000,-0.053726394,0.020162257472092385
13000,-0.04160148,0.01334263088694758
14000,-0.048409153,0.015826798480683486
15000,-0.009831963,0.008914235123844729
16000,-0.012290006,0.014983796427041396
17000,-0.015045,0.015898207745235492
18000,-0.04368064,0.013723804651634627
19000,-0.053037398,0.011657519734156865
20000,-0.058755092,0.018876557324771493
21000,-0.017634187,0.010484475573920593
22000,-0.019759638,0.018126451989455575
23000,-0.026661402,0.011534419242403289
24000,-0.03867016,0.014116509074081627
25000,-0.0684898,0.019086785671850577
26000,-0.04157035,0.014058549494822364
27000,-0.04449007,0.015744227284963157
28000,-0.029508818,0.014954251178101917
29000,-0.03315921,0.012990660739533645
30000,-0.03401126,0.012069589959925877
31000,-0.048017338,0.012110134570482097
32000,-0.0725575,0.014514855131184575
33000,-0.04229927,0.011095685254094557
34000,-0.072875306,0.01169340166148731
35000,-0.08812511,0.01863743518499948
36000,-0.059204757,0.013754569172210962
37000,-0.12082591,0.014753118479629757
38000,-0.106420875,0.00888939555659938
39000,-0.10007755,0.014977814338759311
40000,-0.121971026,0.019288168114851255
41000,-0.1042756,0.01396196668862013
42000,-0.11281912,0.012885358079557487
43000,-0.060126603,0.008103977876403665
44000,-0.088626005,0.019942154791815103
45000,-0.094177164,0.019247067469307017
46000,-0.08549614,0.014922273276089871
47000,-0.1173717,0.025155988850817674
48000,-0.090325795,0.010601320672058993
49000,-0.12877789,0.025817034344832773
50000,-0.10222119,0.01689694082692999
51000,-0.091679946,0.014226523894973173
52000,-0.14987111,0.01480519492598616
53000,-0.12756401,0.017260538231402642
54000,-0.122293726,0.014274450105603348
55000,-0.10699072,0.018410141747165317
56000,-0.15819857,0.016475262505054503
57000,-0.1320806,0.0214265514504149
58000,-0.13982221,0.016184361963103987
59000,-0.14431457,0.015228139641107656
60000,-0.16199353,0.02032566814439664
61000,-0.1606922,0.024044178043636632
62000,-0.17753309,0.029896818553214133
63000,-0.1618785,0.009964834960734893
64000,-0.1831374,0.025149827700420804
65000,-0.16739248,0.028001292922988173
66000,-0.1492826,0.014193346748008161
67000,-0.15786156,0.018503662826812782
68000,-0.1690663,0.01669070957034738
69000,-0.16428399,0.016155390419755958
70000,-0.17384212,0.013487710075250752
71000,-0.15371396,0.01741528441782373
72000,-0.17867759,0.0118282354339202
73000,-0.22265029,0.022843354516763923
74000,-0.18713132,0.01903503318655711
75000,-0.18806545,0.019694417643849535
76000,-0.25340262,0.021669828538074056
77000,-0.21128376,0.024025760562698843
78000,-0.32155147,0.020236539976762547
79000,-0.22238116,0.013276703043580399
80000,-0.2568937,0.020321672231940393
81000,-0.27585736,0.022770346651621372
82000,-0.2897406,0.024896476012724555
83000,-0.33477637,0.01779955760635287
84000,-0.38252777,0.024763183116910996
85000,-0.357055,0.023049676482444156
86000,-0.31797752,0.01865162585759617
87000,-0.4220417,0.022347185177097766
88000,-0.38448343,0.03547138737893326
89000,-0.3868415,0.020354379340854094
90000,-0.40138412,0.02804607023208664
91000,-0.40645283,0.008974028911740307
92000,-0.4688952,0.02524276329407453
93000,-0.4038899,0.032333566493618265
94000,-0.5136107,0.023936340241087994
95000,-0.43505883,0.02742533491862222
96000,-0.5706714,0.025613869526965854
97000,-0.71108735,0.036937189850560936
98000,-0.7139206,0.032151326026296126
99000,-0.7617763,0.05113546551888659
100000,-1.0349085,0.0512936103513679
101000,-1.2146304,0.1839189955861358
102000,-1.0649374,0.04497855135468071
103000,-1.0557219,0.05214129511491966
104000,-2.0569983,0.3484931004204014
105000,-1.7991956,0.3169656150216129
106000,-1.1185157,0.09020543358960233
107000,-1.4198543,0.24178080693072643
108000,-1.3096938,0.20439177032606945
109000,-1.9107323,0.23267938121451792
110000,-1.640858,0.20905032569888327
111000,-1.3515927,0.16787559556073517
112000,-1.5256935,0.1853627262960358
113000,-2.0686522,0.22243054431541265
114000,7.8422904,8.83696974592055
115000,-2.203456,0.17523574587820243
116000,-2.6723595,0.1216912729102206
117000,15.813005,11.425130989603286
118000,23.610455,12.304088178707804
119000,44.746452,12.153765872621621
120000,14.27724,8.491993123856222
121000,33.529194,11.14143628412458
122000,30.154394,9.183476576271898
123000,43.938625,6.763655132545995
124000,40.77862,6.838454391630784
125000,33.65275,8.747273725198868
126000,29.987171,7.530579602665848
127000,39.816833,6.648162104163369
128000,33.85905,5.82714835987914
129000,38.22784,4.3335151873340125
130000,34.834526,5.7988536807493185
131000,24.640514,6.7435151306099055
132000,31.701809,5.242174521487847
133000,29.867275,6.452196525742976
134000,20.025438,6.656418111665426
135000,34.49865,3.9461125302247773
136000,30.812664,5.053506233158311
137000,30.144428,4.969198210319143
138000,22.180449,5.956482022697016
139000,24.937307,5.316844101904245
140000,20.021488,5.738086859897679
141000,34.5707,0.7234169752962211
142000,30.237915,3.349599702973033
143000,31.095867,1.5781734106742054
144000,23.179737,4.599579323899153
145000,32.66433,0.7951741386886112
146000,25.90383,4.192323767394082
147000,33.131176,0.9914958810796322
148000,26.618113,3.3713727513959584
149000,30.359241,3.07881586603504
150000,32.39393,0.6792837808975999
151000,30.095661,2.0962271753986843
152000,26.788727,3.8285280563414656
153000,27.738865,3.6560858867889854
154000,20.52278,3.8059585396319777
155000,13.975789,3.479220166752863
156000,15.4515915,3.9464861857367235
157000,23.562971,3.95282656788617
158000,25.209122,3.2099535702350503
159000,20.68024,4.214626085731023
160000,26.022528,3.9954202804650905
161000,25.687033,3.84801483968282
162000,19.660856,3.4880018252293534
163000,21.576199,3.8612683011707256
164000,15.969856,4.687820530908464
165000,20.908634,4.341408094564573
166000,22.707518,4.607737016875872
167000,21.862041,4.1619083896686115
168000,28.801983,2.1556463936230976
169000,16.565088,4.400503870063755
170000,24.718151,3.8493610852077027
171000,22.489933,3.9315315210665016
172000,18.713083,4.322383329176651
173000,16.313824,4.068080444678018
174000,16.793053,2.562741812051621
175000,9.14709,2.8950738592128866
176000,19.780813,4.189012739253919
177000,13.562001,4.355601877187467
178000,16.411268,3.5254463899382373
179000,5.6695666,2.0609330147478593
180000,17.32549,3.239032654519491
181000,12.839066,3.567166128607859
182000,10.901556,2.7403439862928876
183000,10.752703,3.7736522659743814
184000,13.541191,3.610711622297113
185000,16.319403,3.5387981659514813
186000,9.744858,2.5910823310828275
187000,8.669311,1.5621674440551165
188000,14.779318,3.475261046849042
189000,12.430584,3.354861339548442
190000,12.726854,3.606404782615024
191000,7.640168,2.26030627715311
192000,17.398308,4.5784854298046405
193000,11.61647,3.2731903173520993
194000,12.305063,3.482593923179131
195000,14.400932,2.71924888588518
196000,10.636218,3.1660543252015563
197000,8.806924,2.217282363131259
198000,11.910708,3.2271441364109803
199000,7.88598,2.0361193031294524
200000,13.71326,4.009587524197708
201000,16.377007,3.17471595551521
202000,12.853104,2.9004494923851603
203000,12.201736,2.5196978430729136
204000,3.4408157,2.853121000518459
205000,11.552491,3.494494504419585
206000,14.989688,3.245350116718245
207000,20.772339,3.365903327372825
208000,14.14679,3.623475320628117
209000,11.107416,3.4084816594585177
210000,8.327203,2.9757819419018476
211000,17.839169,4.206377014529834
212000,17.855347,3.310858050001936
213000,16.109264,3.0516587402474804
214000,9.116622,3.5602693344975234
215000,12.257469,3.816454369157624
216000,23.931423,3.6555846636567373
217000,14.149783,3.527618960001242
218000,16.450195,3.8280910693868164
219000,21.697933,2.8279579104411416
220000,13.382347,4.026416497993635
221000,23.085714,2.717069681099607
222000,23.656416,3.9491249958493406
223000,19.518848,4.319046968459408
224000,18.29765,3.8918380869850706
225000,18.232956,3.923672390605382
226000,19.843082,3.4676582579417197
227000,16.250118,3.7313513859233867
228000,15.692403,4.299541185685243
229000,20.757866,3.17281510749923
230000,12.453761,3.2510773901866687
231000,15.033312,3.8884109511999534
232000,10.12355,2.721368378167634
233000,16.671665,3.6250935897783227
234000,13.497975,3.484071355263898
235000,11.113569,3.8640934866718677
236000,21.287252,3.131533562097452
237000,10.962737,2.1272134408433754
238000,13.44084,2.7199977048005666
239000,19.477846,3.503691737791525
240000,7.0142746,2.62090902796946
241000,15.530113,3.9252704540095826
242000,9.961004,3.1355894886351185
243000,10.218035,3.2525702027646632
244000,14.97711,3.915439604632316
245000,9.653925,2.9930699178682203
246000,17.095396,4.431760952820575
247000,14.020851,3.969380200695489
248000,18.980885,3.878780048234648
249000,11.976754,3.555394924457498
250000,13.367584,3.8265469884980625
251000,10.995562,4.108662630005378
252000,16.588728,3.6469899837253696
253000,12.025942,3.6308832899545536
254000,8.484991,2.7566403728135134
255000,13.737676,3.2956494564043055
256000,13.471201,3.1855245217364887
257000,22.05927,4.021727558607238
258000,24.082706,3.6090089112233033
259000,14.106987,3.31956220285569
260000,19.6194,3.043246816765055
261000,14.358635,3.298223728761025
262000,18.93685,4.10157041315756
263000,4.602829,1.66461947286119
264000,13.105494,4.500472250791833
265000,15.604439,3.5069937185827302
266000,17.532513,3.9366396542879305
267000,17.550789,4.068385340337888
268000,13.500814,2.6908151791597112
269000,15.877942,3.46731083974175
270000,10.284999,2.586043560870073
271000,12.358026,2.5862121431389817
272000,11.667427,3.4852592721820232
273000,12.089195,2.884228802017479
274000,10.015823,3.2984541345811436
275000,13.512149,3.6808059583456814
276000,16.857143,3.8744831606364123
277000,13.00939,2.8340108884720365
278000,17.40097,3.674414609463774
279000,13.383575,2.9431894704388943
280000,18.579754,3.357878027269185
281000,11.757408,2.965692338344395
282000,11.698477,3.3036880259530825
283000,22.897852,3.7683734394359534
284000,21.735134,3.1733386474255734
285000,16.357632,3.189240871109949
286000,18.637959,3.6188922352245236
287000,18.16631,3.4606296741149025
288000,15.739072,3.8635560741437898
289000,16.24773,3.813421094630458
290000,23.995173,3.6556033615112495
291000,15.134443,3.625562845610921
292000,24.465443,2.7509893986546317
293000,23.533764,2.8975027708296883
294000,18.95356,3.2482151105548005
295000,19.776564,3.4639808121687765
296000,21.72092,3.2648486616132444
297000,17.923473,3.6978915752737036
298000,21.688616,3.6617986844990766
299000,19.376026,3.2307811706919125
300000,23.461042,3.337710581707925
301000,19.229166,3.66370315145464
302000,24.139,2.58077860693338
303000,13.898172,3.686394505796756
304000,13.107295,3.8457726050328422
305000,22.340458,3.993916611068347
306000,22.269024,2.9728077767212047
307000,13.475192,3.4607958437574227
308000,15.465073,4.047538438869916
309000,19.728786,3.450283729003653
310000,23.84206,2.914234334835172
311000,18.097094,3.5033702553252337
312000,18.505693,3.480291372869436
313000,17.721542,2.9932222149090055
314000,23.380768,3.3302995965985027
315000,23.496845,2.3981904386816115
316000,17.667479,3.424048528074867
317000,18.234484,3.9050354549094397
318000,20.37992,2.8092148191840973
319000,21.99379,3.2441410893192186
320000,22.310928,2.7543728055864545
321000,22.785538,2.778435738030534
322000,17.835732,3.262804865483735
323000,20.703257,2.386361934654519
324000,12.726709,3.8244543366841826
325000,17.478943,3.1205365094395576
326000,16.264952,4.0323563841625605
327000,15.739903,2.155969233191733
328000,19.181118,2.53144884147727
329000,13.44871,3.417544388909289
330000,16.53618,3.3769821077496354
331000,15.832868,2.847634084954007
332000,14.560941,3.4871664533422733
333000,17.03491,3.6345088642601397
334000,14.741369,3.539274659663245
335000,21.192982,3.3040411741407256
336000,12.162429,3.676530181228346
337000,18.98972,2.811660016029023
338000,15.625772,2.789180369652513
339000,18.163372,3.3756144501655534
340000,22.736965,2.681504853925802
341000,15.5245075,2.7779088807429066
342000,17.185705,2.539555567721527
343000,24.839733,2.5832593900175382
344000,17.983624,3.235259306847598
345000,19.116884,3.5149967018922745
346000,13.738024,2.980837600499323
347000,16.73251,2.9847505789234603
348000,21.65006,3.0565180713725772
349000,15.99404,3.091538851295735
350000,14.322428,3.491088780693667
351000,16.407993,3.0046957612786636
352000,11.379152,2.3264846189945554
353000,19.271038,3.1969018646288982
354000,16.144506,3.7755304956179674
355000,21.825613,2.5602254427282296
356000,20.929886,2.6240816316705717
357000,20.95346,2.856367490902724
358000,20.27401,2.551223933672071
359000,16.600498,2.9065329298242126
360000,19.639002,3.2396481758269027
361000,21.31353,3.043185294792144
362000,13.160792,3.2921134508533987
363000,18.332458,2.652932119604685
364000,16.442997,3.1418360799337055
365000,13.859869,3.4753150293644888
366000,17.388346,2.9688764020208533
367000,20.45345,2.6263648809691573
368000,16.720802,2.5565835831945196
369000,20.911312,3.0565424992147627
370000,18.270073,2.855017023281661
371000,20.170626,3.1919381874124912
372000,15.41551,3.0069533764218694
373000,20.018408,2.4231935414715293
374000,23.232895,2.537370331369982
375000,17.970716,2.6649222695998187
376000,18.105404,2.7049896607714947
377000,22.009584,2.7639801854444697
378000,22.829166,1.6828387226135926
379000,19.403736,2.866930270810656
380000,21.787344,2.077953943130835
381000,16.790714,1.685926582812802
382000,18.69186,3.185589662648983
383000,21.41333,2.2495357097974535
384000,23.490414,1.6775009375177912
385000,20.46128,3.2081980829589885
386000,18.003735,2.8895661347458326
387000,21.988031,2.0953179168284515
388000,23.346138,2.037129741218861
389000,22.428946,2.503402210498034
390000,17.344183,3.0235257070857005
391000,21.472845,1.6062625641935415
392000,22.370651,2.3693324112900336
393000,21.350368,2.0102856537052323
394000,16.203913,2.1783095503942964
395000,19.757519,3.035773706526124
396000,21.388361,1.5185527381463373
397000,21.739529,2.458736504218687
398000,22.56081,1.9763644282587143
399000,19.541418,2.8321190878050144
400000,26.416676,0.8658931941826978
401000,18.156599,2.364852314875407
402000,26.129974,1.5771867972703852
403000,17.66473,2.4106409479495348
404000,16.047937,3.563480841799153
405000,17.119516,2.701373736971463
406000,20.055864,2.090414404482612
407000,23.781424,1.4516141174141601
408000,19.361876,2.486228985074273
409000,21.669601,2.015383834842808
410000,19.68395,2.720988691089716
411000,23.317211,1.7746712747915998
412000,20.037807,2.8158052097430706
413000,21.281065,2.6289858979621576
414000,20.205624,1.9017305848706987
415000,19.855762,2.2675210855793035
416000,22.6497,1.8956590597744405
417000,19.305103,2.56504556867451
418000,16.702408,2.2105245966165707
419000,20.643627,2.208949302373913
420000,21.453688,2.387043200031022
421000,21.915504,2.357797795314912
422000,23.03724,2.2485925236686297
423000,24.491137,1.6864406230227398
424000,20.983448,2.6005696827780063
425000,18.938068,2.515057608581739
426000,19.849977,2.8440124311663024
427000,25.25134,1.3199148744221854
428000,22.072256,2.293299696964032
429000,15.903575,3.0703882604810886
430000,17.361528,1.7054907209877435
431000,21.03841,2.309525966530237
432000,18.696817,2.374233511009484
433000,23.629047,1.9561381749292301
434000,19.482649,1.7524930559245255
435000,22.46591,1.7276885424442257
436000,22.047249,2.47324136485657
437000,18.862566,2.233217911217628
438000,21.916424,2.212652985458833
439000,19.88158,2.1719177491449413
440000,21.695463,2.641577696662968
441000,14.543492,3.059939175591723
442000,21.703758,2.448810657677366
443000,21.48166,1.9071392408666674
444000,17.175299,2.758118709633176
445000,13.97716,3.368774352775352
446000,19.782274,2.9133057752538294
447000,18.143425,1.7805935186300585
448000,23.45762,1.8183283524513303
449000,18.81285,2.430827091365307
450000,17.193018,2.54609710259613
451000,19.733395,2.840427569931025
452000,17.478153,2.5179052616661255
453000,12.145277,2.785171790907724
454000,18.201136,2.4946864468797845
455000,16.877384,3.1854587776673973
456000,16.55934,2.5159759145009293
457000,17.242168,2.18758278149748
458000,20.599348,2.3417657421729956
459000,18.010477,2.4444377723478863
460000,20.108166,1.9076986686105422
461000,15.745781,2.899097215294306
462000,14.09495,2.2009766276833767
463000,18.582022,3.1728917083870707
464000,17.401249,2.1407060539220586
465000,20.834948,2.1918510191573506
466000,14.663773,2.1344743907492516
467000,15.66139,2.2925835992940424
468000,17.62115,2.0014884639463646
469000,17.45081,2.673997966917429
470000,16.720394,2.7381249731719004
471000,15.896826,2.426011639882655
472000,18.92065,2.505821923976729
473000,18.08707,3.1936556758229315
474000,22.334915,1.6795577015141394
475000,17.956558,2.3786333875966865
476000,19.317444,2.2621232864020837
477000,21.23419,2.1332629507238368
478000,20.561533,2.6094342752866075
479000,18.800892,2.0676310687594275
480000,14.05067,3.10865372131872
481000,21.019226,2.818287199140423
482000,18.504156,2.8794735154053943
483000,18.436134,3.2091661492974457
484000,16.776537,1.9752893016242596
485000,14.2537565,3.1180083785625214
486000,17.261456,3.0635864635348073
487000,17.774906,2.5711754491715446
488000,17.709167,2.8318790314793407
489000,13.046565,2.902655236061009
490000,18.965792,2.6272789647921675
491000,22.94672,2.0334007255568602
492000,19.344934,2.3919150466555097
493000,17.331593,3.5334608332231277
494000,22.225193,2.1052395412735923
495000,19.356518,2.748202212019111
